X1,X2,Preference,Pair
"[1.0011454319968 0.17019810391081 0.419437053524113 0.170353410889305
 -0.277716643 7.24852421944886 0.0117959979869796 0.137702960346354 0.8416
 0.8432]","[1.16726744586257 0.179925837970603 0.516776990450359 0.265619610605008
 0.115205713 7.75635184174599 0.0327890207086524 0.0868630626246809 0.769
 0.8985]",-1.0,"64.jpg,16.jpg"
"[1.0011454319968 0.17019810391081 0.419437053524113 0.170353410889305
 -0.277716643 7.24852421944886 0.0117959979869796 0.137702960346354 0.8416
 0.8432]","[0.189372466130689 0.207217408006977 0.414637353721329 0.286069438466308
 -0.770859436 7.22628049966488 0.0204036462549587 0.081663020411708 0.7085
 0.7877]",-1.0,"64.jpg,213.jpg"
"[1.0011454319968 0.17019810391081 0.419437053524113 0.170353410889305
 -0.277716643 7.24852421944886 0.0117959979869796 0.137702960346354 0.8416
 0.8432]","[0.743392366411157 0.158134761831354 0.396734355317886 0.25913972090332
 -0.129243769 7.2635055732462 0.0363470266299115 0.0732383900367552 0.7672
 0.8773]",-1.0,"64.jpg,127.jpg"
"[1.16309319383001 0.268069942731696 0.790755855459391 0.0950757193262113
 -0.472178654 6.83731122124023 0.0183639116134251 0.114145463386575 0.9309
 0.9854]","[0.769839892322839 0.316532912947834 0.512238884125079 0.14942859314108
 -0.198293501 6.93659534744594 0.0193388809535848 0.0784632023797485
 0.8739 0.9201]",-1.0,"65.jpg,116.jpg"
"[1.16309319383001 0.268069942731696 0.790755855459391 0.0950757193262113
 -0.472178654 6.83731122124023 0.0183639116134251 0.114145463386575 0.9309
 0.9854]","[1.16726744586257 0.179925837970603 0.516776990450359 0.265619610605008
 0.115205713 7.75635184174599 0.0327890207086524 0.0868630626246809 0.769
 0.8985]",-1.0,"65.jpg,16.jpg"
"[1.16309319383001 0.268069942731696 0.790755855459391 0.0950757193262113
 -0.472178654 6.83731122124023 0.0183639116134251 0.114145463386575 0.9309
 0.9854]","[0.189372466130689 0.207217408006977 0.414637353721329 0.286069438466308
 -0.770859436 7.22628049966488 0.0204036462549587 0.081663020411708 0.7085
 0.7877]",-1.0,"65.jpg,213.jpg"
"[1.16309319383001 0.268069942731696 0.790755855459391 0.0950757193262113
 -0.472178654 6.83731122124023 0.0183639116134251 0.114145463386575 0.9309
 0.9854]","[0.743392366411157 0.158134761831354 0.396734355317886 0.25913972090332
 -0.129243769 7.2635055732462 0.0363470266299115 0.0732383900367552 0.7672
 0.8773]",-1.0,"65.jpg,127.jpg"
"[0.187565015809204 0.0586243091784663 0.45782446221207 0.124120816079965
 -0.639765643 6.45465736668843 0.0338328440955995 0.0532879892377339
 0.9609 0.9761]","[0.769839892322839 0.316532912947834 0.512238884125079 0.14942859314108
 -0.198293501 6.93659534744594 0.0193388809535848 0.0784632023797485
 0.8739 0.9201]",-1.0,"66.jpg,116.jpg"
"[0.187565015809204 0.0586243091784663 0.45782446221207 0.124120816079965
 -0.639765643 6.45465736668843 0.0338328440955995 0.0532879892377339
 0.9609 0.9761]","[1.16726744586257 0.179925837970603 0.516776990450359 0.265619610605008
 0.115205713 7.75635184174599 0.0327890207086524 0.0868630626246809 0.769
 0.8985]",-1.0,"66.jpg,16.jpg"
"[0.187565015809204 0.0586243091784663 0.45782446221207 0.124120816079965
 -0.639765643 6.45465736668843 0.0338328440955995 0.0532879892377339
 0.9609 0.9761]","[0.189372466130689 0.207217408006977 0.414637353721329 0.286069438466308
 -0.770859436 7.22628049966488 0.0204036462549587 0.081663020411708 0.7085
 0.7877]",-1.0,"66.jpg,213.jpg"
"[0.187565015809204 0.0586243091784663 0.45782446221207 0.124120816079965
 -0.639765643 6.45465736668843 0.0338328440955995 0.0532879892377339
 0.9609 0.9761]","[0.743392366411157 0.158134761831354 0.396734355317886 0.25913972090332
 -0.129243769 7.2635055732462 0.0363470266299115 0.0732383900367552 0.7672
 0.8773]",-1.0,"66.jpg,127.jpg"
"[0.142848709183489 0.131123579477681 0.473816064387188 0.186813753855239
 -0.875431357 7.2894755597307 0.0862774384936522 0.0541621448396812 0.8408
 0.899]","[0.769839892322839 0.316532912947834 0.512238884125079 0.14942859314108
 -0.198293501 6.93659534744594 0.0193388809535848 0.0784632023797485
 0.8739 0.9201]",-1.0,"67.jpg,116.jpg"
"[0.142848709183489 0.131123579477681 0.473816064387188 0.186813753855239
 -0.875431357 7.2894755597307 0.0862774384936522 0.0541621448396812 0.8408
 0.899]","[1.16726744586257 0.179925837970603 0.516776990450359 0.265619610605008
 0.115205713 7.75635184174599 0.0327890207086524 0.0868630626246809 0.769
 0.8985]",-1.0,"67.jpg,16.jpg"
"[0.142848709183489 0.131123579477681 0.473816064387188 0.186813753855239
 -0.875431357 7.2894755597307 0.0862774384936522 0.0541621448396812 0.8408
 0.899]","[0.189372466130689 0.207217408006977 0.414637353721329 0.286069438466308
 -0.770859436 7.22628049966488 0.0204036462549587 0.081663020411708 0.7085
 0.7877]",-1.0,"67.jpg,213.jpg"
"[0.142848709183489 0.131123579477681 0.473816064387188 0.186813753855239
 -0.875431357 7.2894755597307 0.0862774384936522 0.0541621448396812 0.8408
 0.899]","[0.743392366411157 0.158134761831354 0.396734355317886 0.25913972090332
 -0.129243769 7.2635055732462 0.0363470266299115 0.0732383900367552 0.7672
 0.8773]",-1.0,"67.jpg,127.jpg"
"[0.0888323820473528 0.0579566925250401 0.469307649673203
 0.0833548504425469 -0.387087761 6.20576787815817 0.0289340981142021
 0.0489294435524646 0.9775 0.9861]","[0.769839892322839 0.316532912947834 0.512238884125079 0.14942859314108
 -0.198293501 6.93659534744594 0.0193388809535848 0.0784632023797485
 0.8739 0.9201]",-1.0,"68.jpg,116.jpg"
"[0.0888323820473528 0.0579566925250401 0.469307649673203
 0.0833548504425469 -0.387087761 6.20576787815817 0.0289340981142021
 0.0489294435524646 0.9775 0.9861]","[1.16726744586257 0.179925837970603 0.516776990450359 0.265619610605008
 0.115205713 7.75635184174599 0.0327890207086524 0.0868630626246809 0.769
 0.8985]",-1.0,"68.jpg,16.jpg"
"[0.0888323820473528 0.0579566925250401 0.469307649673203
 0.0833548504425469 -0.387087761 6.20576787815817 0.0289340981142021
 0.0489294435524646 0.9775 0.9861]","[0.189372466130689 0.207217408006977 0.414637353721329 0.286069438466308
 -0.770859436 7.22628049966488 0.0204036462549587 0.081663020411708 0.7085
 0.7877]",-1.0,"68.jpg,213.jpg"
"[0.0888323820473528 0.0579566925250401 0.469307649673203
 0.0833548504425469 -0.387087761 6.20576787815817 0.0289340981142021
 0.0489294435524646 0.9775 0.9861]","[0.743392366411157 0.158134761831354 0.396734355317886 0.25913972090332
 -0.129243769 7.2635055732462 0.0363470266299115 0.0732383900367552 0.7672
 0.8773]",-1.0,"68.jpg,127.jpg"
"[1.02510814147269 0.117668247423031 0.390242141623489 0.111427300556695
 0.166752707 6.8312688680614 0.0151400475823045 0.110655785751029 0.9353
 0.9461]","[0.769839892322839 0.316532912947834 0.512238884125079 0.14942859314108
 -0.198293501 6.93659534744594 0.0193388809535848 0.0784632023797485
 0.8739 0.9201]",-1.0,"69.jpg,116.jpg"
"[1.02510814147269 0.117668247423031 0.390242141623489 0.111427300556695
 0.166752707 6.8312688680614 0.0151400475823045 0.110655785751029 0.9353
 0.9461]","[1.16726744586257 0.179925837970603 0.516776990450359 0.265619610605008
 0.115205713 7.75635184174599 0.0327890207086524 0.0868630626246809 0.769
 0.8985]",-1.0,"69.jpg,16.jpg"
"[1.02510814147269 0.117668247423031 0.390242141623489 0.111427300556695
 0.166752707 6.8312688680614 0.0151400475823045 0.110655785751029 0.9353
 0.9461]","[0.189372466130689 0.207217408006977 0.414637353721329 0.286069438466308
 -0.770859436 7.22628049966488 0.0204036462549587 0.081663020411708 0.7085
 0.7877]",-1.0,"69.jpg,213.jpg"
"[1.02510814147269 0.117668247423031 0.390242141623489 0.111427300556695
 0.166752707 6.8312688680614 0.0151400475823045 0.110655785751029 0.9353
 0.9461]","[0.743392366411157 0.158134761831354 0.396734355317886 0.25913972090332
 -0.129243769 7.2635055732462 0.0363470266299115 0.0732383900367552 0.7672
 0.8773]",-1.0,"69.jpg,127.jpg"
"[1.87271010083277 0.0714474300460353 0.394163669612923 0.236920595629618
 0.574118893 7.13157449384665 0.0371543981382775 0.0798393518617225 0.8649
 0.9269]","[0.769839892322839 0.316532912947834 0.512238884125079 0.14942859314108
 -0.198293501 6.93659534744594 0.0193388809535848 0.0784632023797485
 0.8739 0.9201]",-1.0,"70.jpg,116.jpg"
"[1.87271010083277 0.0714474300460353 0.394163669612923 0.236920595629618
 0.574118893 7.13157449384665 0.0371543981382775 0.0798393518617225 0.8649
 0.9269]","[1.16726744586257 0.179925837970603 0.516776990450359 0.265619610605008
 0.115205713 7.75635184174599 0.0327890207086524 0.0868630626246809 0.769
 0.8985]",-1.0,"70.jpg,16.jpg"
"[1.87271010083277 0.0714474300460353 0.394163669612923 0.236920595629618
 0.574118893 7.13157449384665 0.0371543981382775 0.0798393518617225 0.8649
 0.9269]","[0.189372466130689 0.207217408006977 0.414637353721329 0.286069438466308
 -0.770859436 7.22628049966488 0.0204036462549587 0.081663020411708 0.7085
 0.7877]",-1.0,"70.jpg,213.jpg"
"[1.87271010083277 0.0714474300460353 0.394163669612923 0.236920595629618
 0.574118893 7.13157449384665 0.0371543981382775 0.0798393518617225 0.8649
 0.9269]","[0.743392366411157 0.158134761831354 0.396734355317886 0.25913972090332
 -0.129243769 7.2635055732462 0.0363470266299115 0.0732383900367552 0.7672
 0.8773]",-1.0,"70.jpg,127.jpg"
"[0.305228899605302 0.109575966842972 0.548958521008403 0.130343461608816
 0.024158073 6.9235205651946 0.0211441213569379 0.0928569203097288 0.9489
 0.956]","[0.769839892322839 0.316532912947834 0.512238884125079 0.14942859314108
 -0.198293501 6.93659534744594 0.0193388809535848 0.0784632023797485
 0.8739 0.9201]",-1.0,"71.jpg,116.jpg"
"[0.305228899605302 0.109575966842972 0.548958521008403 0.130343461608816
 0.024158073 6.9235205651946 0.0211441213569379 0.0928569203097288 0.9489
 0.956]","[1.16726744586257 0.179925837970603 0.516776990450359 0.265619610605008
 0.115205713 7.75635184174599 0.0327890207086524 0.0868630626246809 0.769
 0.8985]",-1.0,"71.jpg,16.jpg"
"[0.305228899605302 0.109575966842972 0.548958521008403 0.130343461608816
 0.024158073 6.9235205651946 0.0211441213569379 0.0928569203097288 0.9489
 0.956]","[0.189372466130689 0.207217408006977 0.414637353721329 0.286069438466308
 -0.770859436 7.22628049966488 0.0204036462549587 0.081663020411708 0.7085
 0.7877]",-1.0,"71.jpg,213.jpg"
"[0.305228899605302 0.109575966842972 0.548958521008403 0.130343461608816
 0.024158073 6.9235205651946 0.0211441213569379 0.0928569203097288 0.9489
 0.956]","[0.743392366411157 0.158134761831354 0.396734355317886 0.25913972090332
 -0.129243769 7.2635055732462 0.0363470266299115 0.0732383900367552 0.7672
 0.8773]",-1.0,"71.jpg,127.jpg"
"[0.30859501361755 0.196051997182798 0.655925479510605 0.171579365004192
 -0.166867939 7.34175358377283 0.008163889836549 0.149428818496784 0.9178
 0.9653]","[0.769839892322839 0.316532912947834 0.512238884125079 0.14942859314108
 -0.198293501 6.93659534744594 0.0193388809535848 0.0784632023797485
 0.8739 0.9201]",-1.0,"72.jpg,116.jpg"
"[0.30859501361755 0.196051997182798 0.655925479510605 0.171579365004192
 -0.166867939 7.34175358377283 0.008163889836549 0.149428818496784 0.9178
 0.9653]","[1.16726744586257 0.179925837970603 0.516776990450359 0.265619610605008
 0.115205713 7.75635184174599 0.0327890207086524 0.0868630626246809 0.769
 0.8985]",-1.0,"72.jpg,16.jpg"
"[0.30859501361755 0.196051997182798 0.655925479510605 0.171579365004192
 -0.166867939 7.34175358377283 0.008163889836549 0.149428818496784 0.9178
 0.9653]","[0.189372466130689 0.207217408006977 0.414637353721329 0.286069438466308
 -0.770859436 7.22628049966488 0.0204036462549587 0.081663020411708 0.7085
 0.7877]",-1.0,"72.jpg,213.jpg"
"[0.30859501361755 0.196051997182798 0.655925479510605 0.171579365004192
 -0.166867939 7.34175358377283 0.008163889836549 0.149428818496784 0.9178
 0.9653]","[0.743392366411157 0.158134761831354 0.396734355317886 0.25913972090332
 -0.129243769 7.2635055732462 0.0363470266299115 0.0732383900367552 0.7672
 0.8773]",-1.0,"72.jpg,127.jpg"
"[1.37378362821683 0.182008934657277 0.264039519012025 0.185375528141405
 0.030018016 7.02844967066312 0.0448665340016406 0.0793084659983594 0.687
 0.6641]","[0.769839892322839 0.316532912947834 0.512238884125079 0.14942859314108
 -0.198293501 6.93659534744594 0.0193388809535848 0.0784632023797485
 0.8739 0.9201]",-1.0,"73.jpg,116.jpg"
"[1.37378362821683 0.182008934657277 0.264039519012025 0.185375528141405
 0.030018016 7.02844967066312 0.0448665340016406 0.0793084659983594 0.687
 0.6641]","[1.16726744586257 0.179925837970603 0.516776990450359 0.265619610605008
 0.115205713 7.75635184174599 0.0327890207086524 0.0868630626246809 0.769
 0.8985]",-1.0,"73.jpg,16.jpg"
"[1.37378362821683 0.182008934657277 0.264039519012025 0.185375528141405
 0.030018016 7.02844967066312 0.0448665340016406 0.0793084659983594 0.687
 0.6641]","[0.189372466130689 0.207217408006977 0.414637353721329 0.286069438466308
 -0.770859436 7.22628049966488 0.0204036462549587 0.081663020411708 0.7085
 0.7877]",-1.0,"73.jpg,213.jpg"
"[1.37378362821683 0.182008934657277 0.264039519012025 0.185375528141405
 0.030018016 7.02844967066312 0.0448665340016406 0.0793084659983594 0.687
 0.6641]","[0.743392366411157 0.158134761831354 0.396734355317886 0.25913972090332
 -0.129243769 7.2635055732462 0.0363470266299115 0.0732383900367552 0.7672
 0.8773]",-1.0,"73.jpg,127.jpg"
"[1.3548623425946 0.210430787845099 0.43784898815141 0.198180170544453
 0.007205073 7.2862200704317 0.0424364378974095 0.0820833537692572 0.7886
 0.7895]","[0.769839892322839 0.316532912947834 0.512238884125079 0.14942859314108
 -0.198293501 6.93659534744594 0.0193388809535848 0.0784632023797485
 0.8739 0.9201]",-1.0,"74.jpg,116.jpg"
"[1.3548623425946 0.210430787845099 0.43784898815141 0.198180170544453
 0.007205073 7.2862200704317 0.0424364378974095 0.0820833537692572 0.7886
 0.7895]","[1.16726744586257 0.179925837970603 0.516776990450359 0.265619610605008
 0.115205713 7.75635184174599 0.0327890207086524 0.0868630626246809 0.769
 0.8985]",-1.0,"74.jpg,16.jpg"
"[1.3548623425946 0.210430787845099 0.43784898815141 0.198180170544453
 0.007205073 7.2862200704317 0.0424364378974095 0.0820833537692572 0.7886
 0.7895]","[0.189372466130689 0.207217408006977 0.414637353721329 0.286069438466308
 -0.770859436 7.22628049966488 0.0204036462549587 0.081663020411708 0.7085
 0.7877]",-1.0,"74.jpg,213.jpg"
"[1.3548623425946 0.210430787845099 0.43784898815141 0.198180170544453
 0.007205073 7.2862200704317 0.0424364378974095 0.0820833537692572 0.7886
 0.7895]","[0.743392366411157 0.158134761831354 0.396734355317886 0.25913972090332
 -0.129243769 7.2635055732462 0.0363470266299115 0.0732383900367552 0.7672
 0.8773]",-1.0,"74.jpg,127.jpg"
"[0.738112002102676 0.295960579214589 0.745777616892911 0.193876361617887
 -0.556649662 7.48324884542545 0.0199762469780293 0.131989378021971 0.9038
 0.923]","[0.769839892322839 0.316532912947834 0.512238884125079 0.14942859314108
 -0.198293501 6.93659534744594 0.0193388809535848 0.0784632023797485
 0.8739 0.9201]",-1.0,"75.jpg,116.jpg"
"[0.738112002102676 0.295960579214589 0.745777616892911 0.193876361617887
 -0.556649662 7.48324884542545 0.0199762469780293 0.131989378021971 0.9038
 0.923]","[1.16726744586257 0.179925837970603 0.516776990450359 0.265619610605008
 0.115205713 7.75635184174599 0.0327890207086524 0.0868630626246809 0.769
 0.8985]",-1.0,"75.jpg,16.jpg"
"[0.738112002102676 0.295960579214589 0.745777616892911 0.193876361617887
 -0.556649662 7.48324884542545 0.0199762469780293 0.131989378021971 0.9038
 0.923]","[0.189372466130689 0.207217408006977 0.414637353721329 0.286069438466308
 -0.770859436 7.22628049966488 0.0204036462549587 0.081663020411708 0.7085
 0.7877]",-1.0,"75.jpg,213.jpg"
"[0.738112002102676 0.295960579214589 0.745777616892911 0.193876361617887
 -0.556649662 7.48324884542545 0.0199762469780293 0.131989378021971 0.9038
 0.923]","[0.743392366411157 0.158134761831354 0.396734355317886 0.25913972090332
 -0.129243769 7.2635055732462 0.0363470266299115 0.0732383900367552 0.7672
 0.8773]",-1.0,"75.jpg,127.jpg"
"[0.748027704942704 0.225396786737207 0.49377532228361 0.170332667319531
 0.102667075 7.51597216975917 0.0259999595553313 0.139511498778002 0.9086
 0.8722]","[0.769839892322839 0.316532912947834 0.512238884125079 0.14942859314108
 -0.198293501 6.93659534744594 0.0193388809535848 0.0784632023797485
 0.8739 0.9201]",-1.0,"76.jpg,116.jpg"
"[0.748027704942704 0.225396786737207 0.49377532228361 0.170332667319531
 0.102667075 7.51597216975917 0.0259999595553313 0.139511498778002 0.9086
 0.8722]","[1.16726744586257 0.179925837970603 0.516776990450359 0.265619610605008
 0.115205713 7.75635184174599 0.0327890207086524 0.0868630626246809 0.769
 0.8985]",-1.0,"76.jpg,16.jpg"
"[0.748027704942704 0.225396786737207 0.49377532228361 0.170332667319531
 0.102667075 7.51597216975917 0.0259999595553313 0.139511498778002 0.9086
 0.8722]","[0.189372466130689 0.207217408006977 0.414637353721329 0.286069438466308
 -0.770859436 7.22628049966488 0.0204036462549587 0.081663020411708 0.7085
 0.7877]",-1.0,"76.jpg,213.jpg"
"[0.748027704942704 0.225396786737207 0.49377532228361 0.170332667319531
 0.102667075 7.51597216975917 0.0259999595553313 0.139511498778002 0.9086
 0.8722]","[0.743392366411157 0.158134761831354 0.396734355317886 0.25913972090332
 -0.129243769 7.2635055732462 0.0363470266299115 0.0732383900367552 0.7672
 0.8773]",-1.0,"76.jpg,127.jpg"
"[0.418317744630306 0.203454840971489 0.562908392156862 0.268485413945629
 -0.670912071 7.57587123459212 0.0499604043489307 0.0590052206510693
 0.7872 0.836]","[0.769839892322839 0.316532912947834 0.512238884125079 0.14942859314108
 -0.198293501 6.93659534744594 0.0193388809535848 0.0784632023797485
 0.8739 0.9201]",-1.0,"77.jpg,116.jpg"
"[0.418317744630306 0.203454840971489 0.562908392156862 0.268485413945629
 -0.670912071 7.57587123459212 0.0499604043489307 0.0590052206510693
 0.7872 0.836]","[1.16726744586257 0.179925837970603 0.516776990450359 0.265619610605008
 0.115205713 7.75635184174599 0.0327890207086524 0.0868630626246809 0.769
 0.8985]",-1.0,"77.jpg,16.jpg"
"[0.418317744630306 0.203454840971489 0.562908392156862 0.268485413945629
 -0.670912071 7.57587123459212 0.0499604043489307 0.0590052206510693
 0.7872 0.836]","[0.189372466130689 0.207217408006977 0.414637353721329 0.286069438466308
 -0.770859436 7.22628049966488 0.0204036462549587 0.081663020411708 0.7085
 0.7877]",-1.0,"77.jpg,213.jpg"
"[0.418317744630306 0.203454840971489 0.562908392156862 0.268485413945629
 -0.670912071 7.57587123459212 0.0499604043489307 0.0590052206510693
 0.7872 0.836]","[0.743392366411157 0.158134761831354 0.396734355317886 0.25913972090332
 -0.129243769 7.2635055732462 0.0363470266299115 0.0732383900367552 0.7672
 0.8773]",-1.0,"77.jpg,127.jpg"
